"Space","T0","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T31","T32","T33","T34","T35","T36","T37","T38","T39","T40","T41","T42","T43","T44","T45","T46","T47","T48","T49","T50","T51","T52","T53","T54","T55","T56","T57","T58","T59","T60","T61","T62","T63","T64","T65","T66","T67","T68","T69","T70","T71","T72","T73","T74","T75","T76","T77","T78","T79","T80","T81","T82","T83","T84","T85","T86","T87","T88","T89","T90","T91","T92","T93","T94","T95","T96","T97","T98","T99","T100","T101","T102","T103","T104","T105","T106","T107","T108","T109","T110","T111","T112","T113","T114","T115","T116","T117","T118","T119","T120","T121","T122","T123","T124","T125","T126","T127","T128","T129","T130","T131","T132","T133","T134","T135","T136","T137","T138"
"S0",453.4093017578125,457.75433349609375,459.3536376953125,461.5030517578125,462.5771789550781,456.5767822265625,461.1685485839844,460.1405029296875,461.873291015625,461.3665771484375,461.8124084472656,465.00714111328125,461.14630126953125,460.1570739746094,462.6897277832031,464.7010192871094,464.1941833496094,461.5180358886719,464.9056396484375,465.996826171875,467.3711242675781,466.6382141113281,466.06719970703125,468.18035888671875,469.02471923828125,468.4503479003906,467.2666015625,467.0718688964844,468.2315368652344,467.7413024902344,467.28887939453125,467.26324462890625,463.1518859863281,466.2898864746094,462.5489807128906,461.748046875,460.7680358886719,464.819091796875,461.5059814453125,458.4219665527344,456.4062194824219,452.0097961425781,448.0718994140625,433.8216857910156,426.8559265136719,422.6769104003906,425.8385009765625,413.179443359375,407.1846008300781,416.85504150390625,384.9725646972656,335.04913330078125,313.2969970703125,275.5991516113281,286.5487060546875,279.1170959472656,276.3132019042969,263.5538330078125,225.1947784423828,219.39817810058594,238.95742797851562,207.37835693359375,141.9974822998047,177.9033660888672,160.133056640625,163.78773498535156,165.16085815429688,176.6668701171875,169.8179168701172,183.51058959960938,141.28395080566406,150.24029541015625,139.88584899902344,130.71197509765625,134.18878173828125,140.41139221191406,133.364501953125,96.29844665527344,124.72924041748047,123.8532485961914,166.7353515625,137.9174346923828,138.05484008789062,119.10324096679688,145.00498962402344,96.31857299804688,98.43557739257812,102.2935562133789,142.64373779296875,134.24862670898438,149.3231658935547,170.34219360351562,111.2905044555664,118.701904296875,148.2154083251953,145.6361083984375,182.24697875976562,173.54222106933594,181.86758422851562,156.74893188476562,120.06494903564453,156.6299591064453,198.03236389160156,190.02481079101562,189.13201904296875,220.0430145263672,218.33041381835938,231.0106964111328,275.0030212402344,308.83721923828125,335.314453125,347.83428955078125,349.1812744140625,358.0158996582031,357.1095275878906,369.60125732421875,375.1727600097656,358.8544006347656,374.6544494628906,378.11553955078125,386.1200256347656,383.9754333496094,397.01324462890625,389.051025390625,398.2206115722656,412.4732360839844,405.55828857421875,406.0235900878906,416.310546875,414.7371826171875,420.07940673828125,408.8504943847656,414.3134765625,425.7749328613281,393.446044921875,391.52362060546875,419.9120788574219,428.6825256347656,425.2281188964844
"S1",453.4093017578125,457.75433349609375,459.3536376953125,461.5030517578125,462.5771789550781,456.5767822265625,461.1685485839844,460.1405029296875,461.873291015625,461.3665771484375,461.8124084472656,465.00714111328125,461.14630126953125,460.1570739746094,462.6897277832031,464.7010192871094,464.1941833496094,461.5180358886719,464.9056396484375,465.996826171875,467.3711242675781,466.6382141113281,466.06719970703125,468.18035888671875,469.02471923828125,468.4503479003906,467.2666015625,467.0718688964844,468.2315368652344,467.7413024902344,467.28887939453125,467.26324462890625,463.1518859863281,466.2898864746094,462.5489807128906,461.748046875,460.7680358886719,464.819091796875,461.5059814453125,458.4219665527344,456.4062194824219,452.0097961425781,448.0718994140625,433.8216857910156,426.8559265136719,422.6769104003906,425.8385009765625,413.179443359375,407.1846008300781,416.85504150390625,384.9725646972656,335.04913330078125,313.2969970703125,275.6131591796875,286.5487060546875,279.2016296386719,276.3132019042969,263.7111511230469,225.79246520996094,219.85433959960938,239.8970489501953,212.36351013183594,156.09181213378906,193.6220245361328,176.82363891601562,189.2991943359375,186.0449676513672,191.33047485351562,192.1988525390625,217.87240600585938,170.67361450195312,174.19410705566406,167.10594177246094,163.64996337890625,150.51467895507812,150.2425079345703,149.4726104736328,106.79605102539062,135.54978942871094,125.6591567993164,168.52023315429688,142.1844940185547,142.48631286621094,127.51512908935547,147.95687866210938,99.40484619140625,104.23081970214844,109.82113647460938,154.42172241210938,145.80120849609375,154.51971435546875,178.6713104248047,121.2061996459961,132.0324249267578,156.65707397460938,159.17886352539062,195.43267822265625,194.4119110107422,202.9615478515625,188.76687622070312,155.33001708984375,191.21856689453125,222.50335693359375,218.43995666503906,194.3537139892578,221.78765869140625,222.08705139160156,232.15887451171875,275.80474853515625,308.83721923828125,335.314453125,347.83428955078125,349.1812744140625,358.0158996582031,357.1095275878906,369.60125732421875,375.1727600097656,358.8544006347656,374.6544494628906,378.11553955078125,386.1200256347656,383.9754333496094,397.01324462890625,389.051025390625,398.2206115722656,412.4732360839844,405.55828857421875,406.0235900878906,416.310546875,414.7371826171875,420.07940673828125,408.8504943847656,414.3134765625,425.7749328613281,393.446044921875,391.52362060546875,419.9120788574219,428.6825256347656,425.2281188964844
"S2",453.4093017578125,457.75433349609375,459.3536376953125,461.5030517578125,462.5771789550781,456.5767822265625,461.1685485839844,460.1405029296875,461.873291015625,461.3665771484375,461.8124084472656,465.00714111328125,461.14630126953125,460.1570739746094,462.6897277832031,464.7010192871094,464.1941833496094,461.5180358886719,464.9056396484375,465.996826171875,467.3711242675781,466.6382141113281,466.06719970703125,468.18035888671875,469.02471923828125,468.4503479003906,467.2666015625,467.0718688964844,468.2315368652344,467.7413024902344,467.28887939453125,467.26324462890625,463.1518859863281,466.2898864746094,462.5489807128906,461.748046875,460.7680358886719,464.819091796875,461.5059814453125,458.4219665527344,456.4062194824219,452.0097961425781,448.0718994140625,433.8216857910156,426.8559265136719,422.6769104003906,425.8385009765625,413.179443359375,407.1846008300781,416.85504150390625,384.9725646972656,334.888427734375,313.1172790527344,275.319580078125,286.04412841796875,278.98822021484375,275.6328430175781,262.0234680175781,222.9862518310547,214.20021057128906,239.35873413085938,212.2364044189453,153.76983642578125,191.19728088378906,174.12725830078125,188.16693115234375,184.3321075439453,190.20877075195312,191.21307373046875,217.25244140625,169.51710510253906,172.18218994140625,165.01612854003906,162.01950073242188,146.44940185546875,143.63034057617188,144.82113647460938,97.15713500976562,128.05044555664062,95.89701843261719,145.80506896972656,125.88915252685547,130.11801147460938,117.18279266357422,134.89654541015625,88.2405014038086,93.65711975097656,100.16731262207031,149.3244171142578,139.4735870361328,148.74578857421875,175.3167724609375,116.14551544189453,127.94818115234375,151.2136993408203,156.80812072753906,193.88951110839844,194.29876708984375,202.9615478515625,188.76687622070312,155.33001708984375,191.21856689453125,222.50335693359375,218.0894775390625,193.19378662109375,221.24363708496094,221.8653564453125,231.99481201171875,275.80474853515625,308.83721923828125,335.314453125,347.83428955078125,349.1812744140625,358.0158996582031,357.1095275878906,369.60125732421875,375.1727600097656,358.8544006347656,374.6544494628906,378.11553955078125,386.1200256347656,383.9754333496094,397.01324462890625,389.051025390625,398.2206115722656,412.4732360839844,405.55828857421875,406.0235900878906,416.310546875,414.7371826171875,420.07940673828125,408.8504943847656,414.3134765625,425.7749328613281,393.3164978027344,391.3857421875,419.9120788574219,428.6825256347656,425.2281188964844
"S3",400.82733154296875,407.06329345703125,409.96429443359375,412.6618347167969,414.6517639160156,410.0498046875,410.71307373046875,405.54046630859375,405.5313415527344,409.4848327636719,410.2628173828125,421.1704406738281,414.92498779296875,411.0880432128906,412.9024353027344,420.30706787109375,418.9100646972656,416.67047119140625,425.37615966796875,421.8992614746094,426.9676208496094,427.3186340332031,427.1043395996094,433.3240966796875,436.8318786621094,434.9701843261719,434.572998046875,435.222900390625,435.2876281738281,436.4859619140625,434.9751281738281,434.56134033203125,434.0992431640625,437.28753662109375,433.000244140625,430.8158874511719,423.55108642578125,430.2759094238281,426.3849182128906,425.4754943847656,421.7481384277344,411.947021484375,401.0478820800781,385.32476806640625,363.6806335449219,360.3389587402344,353.3130187988281,329.406005859375,290.7672424316406,279.75830078125,264.9642333984375,223.91323852539062,205.74664306640625,196.34796142578125,203.14312744140625,198.14682006835938,164.36541748046875,151.47760009765625,154.3454132080078,135.33872985839844,179.02847290039062,173.47412109375,133.13333129882812,176.3583221435547,159.5267333984375,178.93470764160156,172.22300720214844,172.0732879638672,178.54571533203125,211.47329711914062,159.1022186279297,161.3096923828125,156.11300659179688,155.91839599609375,132.26446533203125,125.80293273925781,131.11717224121094,76.49889373779297,106.79383087158203,62.97703552246094,114.88772583007812,106.5554428100586,107.73387908935547,108.82479858398438,108.51181030273438,56.38541030883789,62.27797317504883,77.53567504882812,129.57754516601562,110.22305297851562,102.889892578125,139.4071044921875,79.01854705810547,97.23267364501953,113.63369750976562,126.7001724243164,168.4701385498047,176.2831573486328,184.27401733398438,176.99659729003906,142.51077270507812,180.55392456054688,208.5052947998047,209.39549255371094,155.2826690673828,154.71136474609375,176.23422241210938,162.3970947265625,213.3816375732422,186.5337371826172,195.5181427001953,211.00880432128906,224.0188446044922,251.0380096435547,249.80787658691406,272.641845703125,261.0000915527344,260.6289978027344,292.35662841796875,298.5050964355469,307.5218505859375,305.00469970703125,315.0954284667969,282.3315124511719,307.55517578125,332.0298156738281,329.0442199707031,331.79022216796875,351.5821533203125,347.81207275390625,361.3403015136719,347.147216796875,350.3145751953125,345.43145751953125,310.8204650878906,328.44757080078125,357.44317626953125,368.6468505859375,376.0115966796875
"S4",295.92242431640625,308.0943298339844,305.06805419921875,314.686767578125,325.5093078613281,325.54815673828125,324.0080261230469,317.27911376953125,315.50933837890625,316.9672546386719,317.1499938964844,340.70928955078125,332.77203369140625,321.63592529296875,331.62384033203125,332.4818115234375,328.7079772949219,335.1319885253906,347.6614990234375,346.7611389160156,356.374755859375,355.4849853515625,355.44586181640625,366.177734375,369.0765686035156,367.20391845703125,368.6475830078125,367.89007568359375,365.4389953613281,369.9383544921875,364.8534851074219,364.3548583984375,363.9887390136719,362.6020812988281,353.77618408203125,353.99346923828125,347.8934326171875,352.9399719238281,348.10235595703125,347.5523681640625,339.41729736328125,326.01824951171875,304.50244140625,273.80682373046875,236.07521057128906,200.82025146484375,186.50723266601562,154.6033477783203,115.13414764404297,114.77629852294922,125.89990997314453,119.09584045410156,104.88758850097656,114.29901123046875,107.60224914550781,125.24662780761719,125.67218780517578,116.38915252685547,131.7064971923828,105.4011001586914,101.82996368408203,107.49211120605469,120.81522369384766,120.42438507080078,84.57783508300781,96.60173797607422,119.52893829345703,70.0497055053711,80.5743408203125,149.10716247558594,102.76018524169922,136.83212280273438,135.22518920898438,146.30935668945312,135.4554443359375,147.17750549316406,140.81460571289062,6.8605265617370605,104.8019790649414,125.39488983154297,119.64474487304688,156.5214080810547,122.64414978027344,136.9030303955078,118.60649108886719,116.64219665527344,112.00791931152344,123.96626281738281,119.7677230834961,119.31710815429688,136.2427520751953,133.60716247558594,137.89674377441406,87.43814086914062,105.14680480957031,122.611328125,149.49954223632812,160.99888610839844,173.50250244140625,149.70318603515625,154.09010314941406,166.7392120361328,152.2269287109375,159.6590576171875,151.09130859375,153.09938049316406,169.84010314941406,147.83578491210938,175.05258178710938,148.97109985351562,132.0092315673828,147.41819763183594,144.55323791503906,145.56939697265625,157.6778564453125,134.29612731933594,158.81736755371094,179.34121704101562,179.03517150878906,188.92132568359375,179.42996215820312,192.8368682861328,192.4585418701172,132.8829803466797,188.2147979736328,212.53338623046875,225.49267578125,222.45826721191406,245.80650329589844,232.7405242919922,253.56851196289062,236.15435791015625,246.0814666748047,239.7563018798828,218.93240356445312,233.32176208496094,254.47177124023438,256.1853332519531,278.91424560546875
"S5",277.0321960449219,300.177978515625,285.46563720703125,301.102294921875,306.427978515625,305.88446044921875,310.7885437011719,306.8558654785156,303.0210876464844,289.0190734863281,283.5043029785156,323.85260009765625,326.58551025390625,323.61309814453125,343.6860656738281,345.9453430175781,333.31134033203125,349.6275329589844,349.11590576171875,352.16387939453125,357.3115234375,351.9395446777344,354.385009765625,364.37286376953125,358.759521484375,360.42120361328125,362.3085021972656,351.567138671875,351.8471374511719,355.09918212890625,353.68878173828125,351.8648681640625,352.18048095703125,349.4517822265625,347.55706787109375,353.0107727050781,359.0975036621094,359.9148864746094,354.83087158203125,358.93572998046875,353.1830139160156,335.1921081542969,300.6664123535156,284.8214111328125,277.0381774902344,222.44317626953125,248.71426391601562,173.25537109375,143.49061584472656,185.6686553955078,131.20440673828125,126.87273406982422,105.49536895751953,131.90171813964844,123.80953216552734,173.19903564453125,176.85667419433594,175.34437561035156,177.3206787109375,119.72932434082031,135.7027587890625,152.17535400390625,186.3465576171875,177.7858428955078,169.61843872070312,185.08782958984375,190.98593139648438,123.68698120117188,155.75396728515625,194.97496032714844,176.0904083251953,198.69859313964844,190.37582397460938,199.62298583984375,178.9639129638672,204.1322784423828,200.67904663085938,175.6802215576172,201.02911376953125,197.6302947998047,186.10191345214844,185.2603759765625,154.7799072265625,184.83187866210938,186.1655731201172,183.6769561767578,181.1105499267578,183.86781311035156,155.30484008789062,183.7189483642578,207.73797607421875,214.97076416015625,211.40805053710938,200.98353576660156,197.72532653808594,208.9699249267578,199.5096435546875,213.23736572265625,219.17306518554688,200.53948974609375,213.90318298339844,211.2098846435547,208.0360565185547,196.8865203857422,195.7410125732422,185.2015838623047,191.8318328857422,173.23472595214844,194.13255310058594,195.2307586669922,159.9525909423828,167.3043212890625,184.9716339111328,183.92202758789062,194.97817993164062,183.8783416748047,200.1669921875,205.26025390625,183.38230895996094,196.5004425048828,178.6561279296875,191.8909149169922,190.64117431640625,151.4573211669922,192.41757202148438,206.2095184326172,218.69313049316406,211.1631622314453,230.14788818359375,210.34445190429688,224.41822814941406,217.90931701660156,229.38351440429688,229.99920654296875,216.2591552734375,217.623046875,234.12948608398438,226.92059326171875,240.42837524414062
"S6",269.5828857421875,290.3358459472656,260.897216796875,281.4618225097656,293.3179931640625,305.26617431640625,312.2197570800781,314.08770751953125,303.6761169433594,300.7950134277344,295.6107177734375,321.5037841796875,333.57989501953125,332.5201110839844,347.7764892578125,343.93914794921875,337.8277282714844,351.12664794921875,352.2084655761719,354.4940185546875,356.7816467285156,351.7811584472656,353.9973449707031,363.1587219238281,359.037109375,359.66058349609375,361.78741455078125,359.1615295410156,360.10382080078125,360.48785400390625,360.3339538574219,358.13604736328125,358.7801818847656,354.66656494140625,356.5503234863281,359.4386291503906,359.54437255859375,361.3999328613281,355.2574462890625,358.7582092285156,353.5137023925781,333.2416076660156,302.8084411621094,296.201416015625,281.1489562988281,226.6989288330078,252.57266235351562,209.3369140625,204.51744079589844,227.53521728515625,185.6466827392578,202.4024658203125,169.0186767578125,194.6607208251953,210.5453643798828,214.41567993164062,221.7384796142578,224.3373260498047,224.85902404785156,216.65499877929688,225.78858947753906,230.6887664794922,230.21632385253906,226.83901977539062,226.14772033691406,219.62451171875,225.1127166748047,191.5497283935547,217.00283813476562,229.90750122070312,233.46595764160156,224.61647033691406,199.86483764648438,212.45297241210938,189.80104064941406,221.54124450683594,224.85772705078125,240.1964874267578,244.4349822998047,208.0059356689453,215.88519287109375,224.85789489746094,219.14862060546875,225.7342529296875,231.3647003173828,236.64906311035156,243.30810546875,243.77951049804688,243.4453125,227.29940795898438,236.5811004638672,240.63233947753906,227.00228881835938,224.6360321044922,224.90908813476562,230.7738037109375,214.48927307128906,234.93914794921875,234.81459045410156,217.40213012695312,231.72511291503906,222.5318145751953,211.45501708984375,214.50733947753906,231.3268585205078,229.97117614746094,205.38352966308594,193.16490173339844,202.85198974609375,204.05419921875,178.63839721679688,190.87232971191406,209.4202117919922,192.9256591796875,195.44488525390625,185.6734619140625,200.4579315185547,204.2114715576172,183.19952392578125,193.54501342773438,172.51882934570312,187.14315795898438,182.2901153564453,161.92457580566406,193.0092315673828,203.04298400878906,204.76629638671875,194.81484985351562,214.70574951171875,196.84730529785156,201.24063110351562,199.10968017578125,213.31573486328125,224.8164825439453,217.4783172607422,214.50863647460938,219.81166076660156,215.16726684570312,204.3878173828125
"S7",282.15765380859375,286.0762634277344,257.4053039550781,279.24993896484375,296.9165954589844,312.38482666015625,318.01483154296875,322.9706726074219,313.7020263671875,323.5247497558594,320.321533203125,329.1286315917969,340.35101318359375,338.6304626464844,350.32928466796875,348.12274169921875,349.5325012207031,356.3739318847656,359.943115234375,361.3499755859375,362.29168701171875,359.4374694824219,363.04852294921875,370.7792663574219,367.73992919921875,367.7019958496094,369.4486999511719,367.3051452636719,368.0821838378906,367.8757019042969,369.6817626953125,367.9353942871094,363.7210693359375,360.0965881347656,362.0577392578125,362.1898498535156,363.6228942871094,365.8318786621094,357.58026123046875,360.0943298339844,355.584228515625,333.8378601074219,315.2222900390625,309.53289794921875,288.957763671875,238.43003845214844,257.8101806640625,222.02804565429688,214.46658325195312,230.04742431640625,192.28262329101562,208.80191040039062,179.10226440429688,202.49609375,219.40447998046875,221.22433471679688,225.5596923828125,226.16839599609375,224.89453125,218.29457092285156,228.30584716796875,231.36544799804688,231.87303161621094,232.1186065673828,230.55450439453125,223.49009704589844,229.11349487304688,200.44326782226562,224.52903747558594,231.58755493164062,236.29620361328125,224.58584594726562,196.48220825195312,210.1323699951172,184.75193786621094,220.58900451660156,225.23605346679688,241.84376525878906,245.1826934814453,207.33587646484375,216.49066162109375,222.4639129638672,219.2415008544922,225.43917846679688,232.31179809570312,238.48878479003906,245.4063262939453,246.27435302734375,245.68829345703125,227.24575805664062,236.8684539794922,241.0161590576172,226.9154510498047,225.78839111328125,225.9519500732422,230.7815399169922,212.21658325195312,233.87042236328125,232.60728454589844,215.3254852294922,231.0042724609375,219.61329650878906,207.94505310058594,212.18141174316406,230.57777404785156,229.22598266601562,198.4346923828125,191.14158630371094,188.65737915039062,202.90208435058594,174.98907470703125,186.65283203125,209.22015380859375,190.44358825683594,188.46347045898438,186.5143585205078,194.35617065429688,195.86126708984375,173.28724670410156,182.83404541015625,167.8763885498047,182.44554138183594,170.66348266601562,174.9478759765625,181.71328735351562,188.82650756835938,184.71165466308594,191.97567749023438,202.7642822265625,189.1569366455078,192.77232360839844,184.05020141601562,193.1531219482422,207.81039428710938,210.2627410888672,222.05210876464844,217.66455078125,212.15487670898438,189.40260314941406
"S8",308.1995544433594,309.0386657714844,301.99786376953125,309.97088623046875,324.37969970703125,337.2256774902344,351.6834411621094,347.891357421875,341.4043273925781,347.9008483886719,342.40557861328125,345.7011413574219,352.62042236328125,352.3005065917969,362.9543762207031,360.93609619140625,364.2963562011719,370.244140625,370.960693359375,368.9166259765625,373.1872253417969,368.76983642578125,372.1513366699219,377.8871765136719,373.0970764160156,375.387451171875,376.57098388671875,375.2801818847656,376.4120788574219,376.66351318359375,378.6895751953125,373.77789306640625,368.5390930175781,367.2899475097656,367.13055419921875,364.8951110839844,363.5013732910156,365.46502685546875,355.19085693359375,351.8779296875,349.775634765625,333.2838134765625,329.7313232421875,317.5540771484375,292.2323303222656,243.76095581054688,245.6440887451172,224.3994903564453,214.37185668945312,226.02894592285156,191.9539031982422,208.5537567138672,179.14439392089844,201.8690643310547,219.1775360107422,218.51504516601562,222.97250366210938,223.28677368164062,222.00674438476562,218.21347045898438,228.0276336669922,230.93499755859375,228.36044311523438,230.17994689941406,228.62103271484375,218.05836486816406,224.41815185546875,199.4390106201172,223.3288116455078,227.45062255859375,234.5283203125,216.25262451171875,171.7790985107422,192.69154357910156,164.99220275878906,208.33314514160156,216.93206787109375,240.38597106933594,241.01287841796875,184.7633819580078,209.04776000976562,219.18045043945312,218.28419494628906,221.46951293945312,228.88059997558594,236.3797607421875,244.2568817138672,245.08836364746094,245.4626007080078,225.44825744628906,232.40870666503906,235.353515625,215.79437255859375,218.07168579101562,220.18727111816406,222.54518127441406,200.94361877441406,227.23004150390625,223.25656127929688,205.3748016357422,221.93972778320312,206.27464294433594,175.4931640625,193.89022827148438,222.45538330078125,225.45077514648438,184.4727325439453,180.73899841308594,167.68946838378906,187.84640502929688,168.38267517089844,183.4672088623047,204.60595703125,175.67361450195312,142.50318908691406,159.87742614746094,144.09439086914062,158.23216247558594,166.9922637939453,171.0710906982422,166.43722534179688,180.09292602539062,164.20701599121094,175.3120880126953,176.05087280273438,185.0984344482422,187.47447204589844,195.22434997558594,203.5548858642578,184.51097106933594,190.05882263183594,185.7127685546875,189.8289031982422,204.2186279296875,216.65313720703125,236.1796875,235.3978271484375,212.49636840820312,216.42747497558594
"S9",307.5550231933594,309.1331787109375,302.4956970214844,310.63604736328125,324.9490661621094,336.9147644042969,351.8819885253906,347.4740295410156,341.601806640625,348.0434265136719,342.60858154296875,345.2236328125,351.1162109375,350.680419921875,361.7148132324219,361.5643615722656,364.6997375488281,370.4649353027344,370.917724609375,368.93194580078125,373.5665283203125,369.45880126953125,372.7735595703125,378.27227783203125,373.3373107910156,376.340576171875,377.0364074707031,374.34149169921875,375.4623107910156,375.77410888671875,379.161376953125,373.40472412109375,367.2021484375,367.6259765625,366.261474609375,362.2818603515625,364.6773681640625,365.09765625,353.5235900878906,349.3584899902344,349.2786865234375,337.2076110839844,330.6037902832031,316.88848876953125,292.3821716308594,244.8463134765625,239.19937133789062,210.60826110839844,189.05587768554688,164.8246612548828,150.71144104003906,156.61599731445312,139.66830444335938,155.5625457763672,171.84039306640625,171.9838409423828,164.01983642578125,144.49195861816406,126.62248992919922,132.40420532226562,150.98692321777344,132.1551513671875,150.23121643066406,176.85525512695312,165.60296630859375,156.66085815429688,166.81666564941406,147.6202850341797,172.0198211669922,163.02098083496094,162.18328857421875,122.69984436035156,84.66228485107422,106.9295425415039,89.78677368164062,118.72518920898438,137.2901611328125,153.68431091308594,141.01779174804688,112.52996063232422,121.68585968017578,121.95135498046875,123.89418029785156,126.94892883300781,141.4229278564453,157.06643676757812,166.2587890625,175.7940216064453,172.87030029296875,151.68051147460938,169.65354919433594,177.36279296875,153.0865478515625,164.36874389648438,167.1338348388672,151.81451416015625,129.6529541015625,152.52687072753906,150.16741943359375,127.84164428710938,153.17311096191406,139.65626525878906,95.00321197509766,102.92436218261719,111.58238983154297,143.41238403320312,143.2078399658203,140.2106475830078,119.08527374267578,151.77426147460938,128.03457641601562,138.84217834472656,157.71380615234375,127.3099594116211,111.29847717285156,134.27906799316406,118.80500793457031,132.1029052734375,147.87399291992188,150.95188903808594,166.29421997070312,169.97686767578125,152.2978515625,166.98812866210938,148.12060546875,162.71661376953125,179.90673828125,189.09872436523438,194.38162231445312,171.89761352539062,179.92750549316406,181.2666778564453,182.1992950439453,194.36985778808594,212.0761260986328,233.60450744628906,233.36923217773438,210.54513549804688,212.93505859375
